id,text,label,misinformation_type,domain,semantic_focus,emotion_trigger,emotion_secondary,source_type,text_length
MIS-7E746B,"Longitudinal cohort data from 50,000 participants confirms that patient education about cystic fibrosis risk factors improves adherence to prevention guidelines.",factual,none,health,policy_claim,fear,hope,blog,20
MIS-27E019,the IPCC scientific consensus establishes students in 190 countries learn CRISPR gene editing from textbooks authored by independent researchers.,factual,none,science,economic_prediction,neutral,none,comment,19
MIS-EBDCF7,Study costing $25 million confirms humans share 60% DNA with bananas — nobody who needed convincing is convinced.,satire,none,science,policy_claim,neutral,none,blog,18
MIS-A29339,productivity app completes task in 3 seconds that would have taken humans 4 seconds — called a paradigm shift.,satire,none,technology,policy_claim,hope,none,comment,19
MIS-9D57AA,"Speaking frankly, clinical guidelines for ADHD are updated too slowly to reflect emerging evidence.",opinion,none,health,scientific_misinterpretation,neutral,none,blog,14
MIS-1B6A40,Let's be honest: funding pressures are distorting research priorities in the field of stem cell therapy.,opinion,none,science,policy_claim,neutral,none,comment,16
MIS-30BFE5,I personally believe that regulatory frameworks for biometric payment terminals are years behind the pace of a transnational data brokerage innovation.,opinion,none,technology,scientific_misinterpretation,anger,none,blog,21
MIS-E5E6BE,Real independent science demonstrates clearly that gravitational wave detection contradicts the findings of thousands of independent researchers.,misinformation,myth,science,policy_claim,fear,none,messaging_app,17
MIS-D88A85,"Classified investment strategy: this trading algorithm is producing 1,000% returns for early adopters — early-access ends Sunday.",misinformation,scam,finance,economic_prediction,urgency,curiosity,forum,17
MIS-E76474,The uncomfortable truth is that retirees on fixed incomes are priced out of asset markets by institutional investors.,opinion,none,finance,economic_prediction,neutral,none,comment,18
MIS-9ED4EA,WARNING — the next price surge begins in 24 hours — this agricultural futures play is the last unregulated path to unlimited income with just 20 minutes of work per day.,misinformation,scam,finance,economic_prediction,urgency,none,forum,31
MIS-E66DC9,"Looking at this objectively, patients with depression are routinely denied adequate psychological support.",opinion,none,health,policy_claim,curiosity,none,social_media,13
MIS-E590D6,History clearly shows that the politicisation of epigenetics research has seriously damaged public trust in science.,opinion,none,science,scientific_misinterpretation,fear,none,forum,16
MIS-549385,Banned academic paper: deep-sea biodiversity contradicts thousands of years of ancient wisdom. Download before journals scrub the record.,misinformation,conspiracy,science,scientific_misinterpretation,urgency,none,messaging_app,18
MIS-4B778E,I lost everything until I discovered this real estate fund. Now I earn returns Wall Street does not want you to know about every month.,misinformation,propaganda,finance,policy_claim,urgency,curiosity,messaging_app,25
MIS-EFBB0D,Wellness industry panicking as retiree cures everything by eating one grape daily.,satire,none,health,policy_claim,hope,none,social_media,12
MIS-C9BD6A,"If you look at the evidence carefully, the liability framework for harms caused by smartphones must be completely redesigned.",opinion,none,technology,technology_fear,neutral,none,comment,19
MIS-496023,History clearly shows that voters are insufficiently aware of how a secretive globalist faction shapes domestic policy.,opinion,none,politics,election_fraud,curiosity,none,forum,17
MIS-585C20,Independent researchers verified that genetic predisposition accounts for roughly 30% of psoriasis risk overall.,factual,none,health,cure_claim,fear,none,blog,14
MIS-F0B22F,My doctor privately admitted turmeric completely reverses diabetes but said vaccine manufacturers forbids recommending it.,misinformation,medical_claim,health,cure_claim,fear,none,messaging_app,15
MIS-F85DFC,Why is the FDA silent? Because miracle mineral solution eliminates psoriasis and threatens their entire profit model.,misinformation,medical_claim,health,scientific_misinterpretation,fear,hope,social_media,17
MIS-F66096,Whistleblower attorney confirms transnational oligarchs offered bribes to suppress ballot boxes irregularities.,misinformation,rumor,politics,policy_claim,curiosity,none,messaging_app,12
MIS-DB7A39,A single mother of three now earns unlimited income with just 20 minutes of work per day weekly using this pre-IPO opportunity. Here is how — the opportunity disappears after this post.,misinformation,scam,finance,economic_prediction,urgency,none,social_media,32
MIS-14EDC2,Hedge fund manager reveals secret to wealth: simply not invest borrowed money in volatile assets — audiences stunned.,satire,none,finance,economic_prediction,fear,curiosity,comment,18
MIS-96DD77,Scientists have confirmed that air pollution exposure is a documented independent risk factor for kidney disease.,factual,none,health,policy_claim,fear,none,social_media,16
MIS-5D6C8B,Newly elected councillor caught telling the truth on first day — blames communications team by end of week.,satire,none,politics,economic_prediction,hope,none,comment,18
MIS-E0CBD2,Common sense tells us that the revolving door between regulators and corporate lobbyists is a serious democratic problem.,opinion,none,politics,policy_claim,curiosity,none,forum,18
MIS-057F3D,Doctor loses license after confirming chaga mushroom tea totally eliminates kidney disease with no side effects whatsoever.,misinformation,medical_claim,health,scientific_misinterpretation,fear,none,messaging_app,17
MIS-9FA40F,WHO electromagnetic field research confirms that safety thresholds for next-generation routers include a 50-fold margin below any level showing biological effect.,factual,none,technology,technology_fear,hope,none,social_media,21
MIS-BBC6D4,longitudinal research spanning 30 years confirms that stem cell therapy is among the most rigorously tested theories in the history of science.,factual,none,science,economic_prediction,hope,none,forum,22
MIS-F7281D,independent replication in 40 countries confirms that deep-sea biodiversity is among the most rigorously tested theories in the history of science.,factual,none,science,policy_claim,curiosity,none,comment,21
MIS-F868DB,Your AI surveillance systems are spy on private conversations right now. Big Tech profit from your ignorance of this fact.,misinformation,propaganda,technology,scientific_misinterpretation,urgency,none,messaging_app,20
MIS-AB3A3E,Finance YouTuber reveals secret to wealth: simply avoid spending money you do not have — audiences stunned.,satire,none,finance,policy_claim,fear,curiosity,social_media,17
MIS-7B2841,Why is your doctor silent? Because bloodroot paste prevents polycystic ovary syndrome and threatens their entire profit model.,misinformation,rumor,health,cure_claim,fear,none,forum,18
MIS-F4FCEF,Forensic analysis proves voter rolls was manipulated by the deep state — the timestamps don't lie.,misinformation,conspiracy,politics,election_fraud,anger,none,messaging_app,16
MIS-3D0D99,Three insiders confirm a secretive globalist faction had the vote count suppressed before a single vote was cast.,misinformation,propaganda,politics,policy_claim,anger,curiosity,social_media,18
MIS-DA9DD9,smart thermostat trained on all human knowledge still cannot correctly autocomplete a single sentence.,satire,none,technology,policy_claim,urgency,none,social_media,14
MIS-DCDA95,The scientist who proved stem cell therapy is a hoax fabricated by corrupt scientists was stripped of funding and blacklisted.,misinformation,propaganda,science,policy_claim,anger,none,social_media,20
MIS-735667,It seems clear to me that clinical guidelines for celiac disease are updated too slowly to reflect emerging evidence.,opinion,none,health,policy_claim,fear,none,blog,19
